lender_id,country_code,uid,occupation,loan_count,member_since_date
jenna6138,US,jenna6138,NA,17,2/1/2010
rushika4489,US,rushika4489,NA,4,2/1/2010
bkbmre3202,NA,bkbmre3202,Engineer,5,2/2/2010
richard6463,NA,richard6463,violin dealer,3,2/2/2010
henry5472,US,henry5472,student,15,2/2/2010
david93605989,NA,david93605989,NA,2,2/2/2010
kathleen4786,US,kathleen4786,NA,3,2/2/2010
amit1852,CA,amit1852,Information Technology Analyst,3,2/2/2010
ruby2971,NA,ruby2971,self employed,0,2/2/2010
clint1999,NA,clint1999,Student/Future teacher,1,2/2/2010
rosemarie3732,NA,rosemarie3732,NA,0,2/2/2010
jakubadagmar7315,CZ,jakubadagmar7315,Pilgrims to Heaven,24,2/2/2010
alyssa6985,NA,alyssa6985,NA,3,2/3/2010
elizabeth3289,US,elizabeth3289,writer,3,2/3/2010
douglas6358,US,douglas6358,Architect,36,2/3/2010
kurt8550,NA,kurt8550,NA,3,2/4/2010
mckenzie9272,US,mckenzie9272,Secretary,3,2/4/2010
18-Jun,NA,18-Jun,professor,3,2/4/2010
rosanne5236,US,rosanne5236,Graduate Student,7,5/29/2007
ashley5864,NA,ashley5864,Student,0,5/30/2007
susan4072,US,susan4072,NA,84,5/30/2007
kristi4238,US,kristi4238,stay at home mom,21,5/30/2007
zack7833,US,zack7833,NA,2,5/30/2007
drew3904,US,drew3904,Hospitality,5,5/30/2007
christy1866,US,christy1866,Sales Manager,4,5/30/2007
judi3964,NA,judi3964,Business Owner - Window Coverings,0,5/30/2007
ted3589,US,ted3589,Entepreneur,43,5/30/2007
thomas6887,US,thomas6887,Teacher,2,5/30/2007
kevin1606,NA,kevin1606,Recruiting Manager,0,5/30/2007
cheryl3175,US,cheryl3175,Educator,0,5/31/2007
bart4103,NA,bart4103,NA,0,5/31/2007
kimberly4387,US,kimberly4387,Marketing & Advertising,9,5/31/2007
todd3297,US,todd3297,Entrepreneur,0,5/31/2007
christian1261,NA,christian1261,Student,0,2/4/2010
matthew2008,CA,matthew2008,Marketing,7,2/4/2010
tiago9697,CH,tiago9697,NA,0,2/4/2010
christopher4009,DE,christopher4009,NA,35,2/4/2010
valerie6582,US,valerie6582,Professional Dog Handler,21,2/4/2010
elevationweb,US,elevationweb,NA,2,2/4/2010
kim4101,NA,kim4101,NA,0,2/5/2010
charles22594842,US,charles22594842,professor,68,2/5/2010
ron9218,CA,ron9218,retired,9,2/5/2010
daniele3129,IT,daniele3129,media,2,2/5/2010
boris5466,NA,boris5466,cultural entrepreneur,0,2/5/2010
henrik1071,NA,henrik1071,NA,1,2/5/2010
larkin9951,US,larkin9951,Student,2,2/6/2010
angella6388,NA,angella6388,NA,0,2/6/2010
dolores8074,NA,dolores8074,NA,0,2/6/2010
numbers2199,NA,numbers2199,NA,0,2/6/2010
lonnie2918,NA,lonnie2918,NA,0,2/6/2010
kevin3486,US,kevin3486,Project Engineer,12,2/6/2010
jesse2669,US,jesse2669,NA,0,2/6/2010
laura56174540,NA,laura56174540,Hab Aid,0,2/7/2010
rebekka2505,AU,rebekka2505,Finance Manager,13,2/7/2010
eric26343232,FR,eric26343232,Sales representative,12,2/7/2010
nick8804,NA,nick8804,Teacher,7,2/7/2010
david68891482,NA,david68891482,NA,4,2/7/2010
kazuki8270,JP,kazuki8270,NA,1,2/8/2010
eric7634,US,eric7634,undecided- looking!,4,2/8/2010
carol1583,NA,carol1583,occupational therapist,7,2/8/2010
jaime1923,US,jaime1923,NA,1,2/8/2010
meredith4930,NA,meredith4930,writer,0,2/8/2010
katrina6918,NA,katrina6918,NA,0,2/8/2010
georgij5179,NA,georgij5179,"teacher, trainer",0,2/8/2010
anh1569,NA,anh1569,student,0,2/8/2010
nathan5187,NA,nathan5187,professor,0,2/8/2010
gert3574,DE,gert3574,NA,17,2/8/2010
jessica3321,US,jessica3321,NA,2,2/8/2010
simonshum,US,simonshum,NA,11,2/8/2010
rshatzer,US,rshatzer,Entrepreneur,12,2/9/2010
alec2427,US,alec2427,student,1,2/9/2010
ramon2227,NA,ramon2227,student,0,2/9/2010
lindsayjack7686,NA,lindsayjack7686,Students,1,2/9/2010
lauren8503,NA,lauren8503,Student,0,2/9/2010
rebekah9551,NA,rebekah9551,Issue Advocacy,0,2/9/2010
kelly82218106,US,kelly82218106,Database Administrator,6,2/9/2010
anke3603,NA,anke3603,NA,0,2/9/2010
peter1390,US,peter1390,Software Developer,0,2/10/2010
ronandjan9230,CA,ronandjan9230,Consultant / teacher,39,2/10/2010
maureen4781,US,maureen4781,NA,0,2/11/2010
alexis1953,US,alexis1953,Programmer,2,2/11/2010
neil5166,US,neil5166,Finance,8,2/11/2010
sebastian2335,NA,sebastian2335,Student,0,2/11/2010
lindsey9767,NA,lindsey9767,interior designer,1,2/11/2010
chris7201,NA,chris7201,CEO,4,2/12/2010
henryshirley3489,US,henryshirley3489,NA,12,2/12/2010
gnoumou2514,NA,gnoumou2514,neant,0,2/12/2010
jacqueline6382,NA,jacqueline6382,NA,4,2/12/2010
spencer4263,NA,spencer4263,student,1,2/13/2010
lars4361,SE,lars4361,forestworker Styrnäs Sweden,3,2/13/2010
rachel87885922,NA,rachel87885922,NA,0,2/13/2010
henning1649,NA,henning1649,NA,1,2/14/2010
steven4458,US,steven4458,Attorney,2,2/14/2010
lauren2478,NA,lauren2478,Student,11,2/15/2010
andre7938,US,andre7938,entrepreneur,3,2/15/2010
felicia8084,NA,felicia8084,Student,0,2/15/2010
justin7328,US,justin7328,Consultant,12,2/15/2010
alexandra1229,NA,alexandra1229,NA,2,2/16/2010
raul7854,SE,raul7854,NA,0,2/16/2010
peter33324690,NL,peter33324690,Support Engineer,19,2/16/2010
samuli4656,US,samuli4656,Student,4,2/16/2010
victoria1626,NA,victoria1626,cashier,0,2/16/2010
tammy2825,NA,tammy2825,teacher,3,2/16/2010
kyle17407240,US,kyle17407240,NA,4,2/16/2010
coebhi2923,NA,coebhi2923,NA,2,2/16/2010
mutahar8195,US,mutahar8195,Entrepreneur & Marketer,56,2/16/2010
alisha2188,NA,alisha2188,Barista,0,2/17/2010
wonil1384,KR,wonil1384,Programmer,1,2/17/2010
sarah4262,NA,sarah4262,physician,0,2/17/2010
hails1322,NA,hails1322,Web,0,2/17/2010
julia85284819,US,julia85284819,hairstylist,4,2/17/2010
nermeenandasad6692,US,nermeenandasad6692,Law & Finance,2,2/18/2010
cynthia4408,US,cynthia4408,Church Admin,3,2/18/2010
megan1106,NA,megan1106,Yoga Teacher,1,2/18/2010
patty9098,US,patty9098,NA,33,2/18/2010
greg31519935,NA,greg31519935,NA,6,2/18/2010
idrak4967,NA,idrak4967,Consultant,0,2/18/2010
dylan6632,US,dylan6632,NA,1,2/19/2010
michael2060,US,michael2060,NA,0,2/19/2010
steve8187,NA,steve8187,Scientist,2,2/19/2010
renate3779,NA,renate3779,graphic designer,0,2/19/2010
louise5249,NA,louise5249,piano teacher and Gramom,2,2/19/2010
drewbarton,US,drewbarton,Web Designer,3,2/19/2010
season6604,NA,season6604,Business Analyst,0,2/19/2010
julane3984,NA,julane3984,NA,1,2/20/2010
407249,NA,407249,NA,0,2/20/2010
jonathan86892959,NA,jonathan86892959,Information Technologies,0,2/21/2010
thilo0815,DE,thilo0815,NA,85,2/21/2010
jared2865,NA,jared2865,NA,1,2/21/2010
gregory25807692,NA,gregory25807692,Physician,1,2/21/2010
aleksandra3812,NA,aleksandra3812,Writer and Editor,0,2/22/2010
andris6966,NA,andris6966,NA,0,2/22/2010
dino3873,IT,dino3873,NA,1,2/22/2010
andrew7828,NA,andrew7828,Youth Pastor,5,2/22/2010
amanda4989,NA,amanda4989,student,0,2/22/2010
emily1522,NA,emily1522,NA,0,2/22/2010
jk7698,IT,jk7698,NA,32,2/23/2010
betsy4604,NA,betsy4604,IT consultant,0,2/23/2010
sulaimanabdulwahab,NA,sulaimanabdulwahab,Trader,0,2/23/2010
helena52902152,NA,helena52902152,NA,2,2/23/2010
peter7480,US,peter7480,Merchandising,1,2/23/2010
bonnie7716,US,bonnie7716,NA,0,2/24/2010
paramjit4576,US,paramjit4576,Handyman,36,2/24/2010
greg94279023,NA,greg94279023,NA,10,2/24/2010
eric3148,NA,eric3148,NA,0,2/24/2010
lior8404,IL,lior8404,Businessman,1,2/24/2010
jackie1940,NA,jackie1940,NA,1,2/24/2010
morgan2547,US,morgan2547,NA,38,2/24/2010
thestables8281,NA,thestables8281,NA,0,2/24/2010
janine8058,NA,janine8058,Manager,1,2/25/2010
hunter4879,NA,hunter4879,NA,1,2/25/2010
lily1463,NA,lily1463,Student,0,2/25/2010
hendrik5473,NA,hendrik5473,NA,1,2/25/2010
13-May,NA,13-May,students,0,2/25/2010
michelle1666,NA,michelle1666,Book keeper,0,2/25/2010
andrew9457,NA,andrew9457,Student,2,2/25/2010
spiritually9700,NA,spiritually9700,NA,0,2/26/2010
nicholas4680,NA,nicholas4680,NA,1,2/26/2010
ryan9918,NA,ryan9918,NA,11,2/26/2010
kazuhide1482,JP,kazuhide1482,NA,41,2/26/2010
aashik7589,NA,aashik7589,no occupation,0,2/26/2010
joshua3261,NA,joshua3261,NA,0,2/26/2010
karri7277,NA,karri7277,Mum,0,2/26/2010
james5365,NA,james5365,Software Engineer,0,2/26/2010
rebecca6005,NA,rebecca6005,Nonprofit Sector,1,2/26/2010
jenny8043,NA,jenny8043,finance,6,2/26/2010
james9723,US,james9723,Consultant,5,5/31/2007
hbcuentrepreneurs8075,US,hbcuentrepreneurs8075,CEO,0,6/1/2007
john1565,US,john1565,teacher,12,6/1/2007
sandykao,US,sandykao,Network Engineer,4,6/1/2007
stephen9295,US,stephen9295,crane operator,0,6/2/2007
christopher8473,US,christopher8473,Being Me,19,6/2/2007
susan8522,NA,susan8522,Professor of Anthropology,2,6/2/2007
jessica1537,US,jessica1537,NA,1,6/2/2007
jeanne3119,US,jeanne3119,potter/teacher,15,6/2/2007
james9436,US,james9436,retired,162,6/2/2007
maryb9760,US,maryb9760,NA,15,6/2/2007
marjory2046,US,marjory2046,retired  teacher,32,6/3/2007
brian8720,US,brian8720,Land Surveyor,0,6/3/2007
michael4347,NA,michael4347,Travel Agent,0,6/3/2007
brian9961,NA,brian9961,NA,0,6/3/2007
ryan3466,US,ryan3466,Accountant,2,6/3/2007
sandra4101,CA,sandra4101,"Director, HR",4,6/3/2007
yvonne8389,US,yvonne8389,assembler,1,6/3/2007
martin8766,US,martin8766,NA,39,6/3/2007
ellen8889,US,ellen8889,Office Manager and Computer Technician,9,6/3/2007
munz,US,munz,NA,16,6/3/2007
hiphoptherobot,US,hiphoptherobot,Banker,5,2/27/2010
david6033,NA,david6033,Architect,15,2/28/2010
max8896,NA,max8896,Computer Engineering Student,6,2/28/2010
mattswan,US,mattswan,NA,23,2/28/2010
anthony2933,NA,anthony2933,Teacher,0,3/1/2010
betty5826,NA,betty5826,Teacher,0,3/1/2010
stephanie6611,NA,stephanie6611,marketing consultant,15,3/1/2010
maroffo,NA,maroffo,IT Project Manager,0,3/1/2010
karl9557,NA,karl9557,Engineer,12,3/1/2010
debbieandmark5399,US,debbieandmark5399,NA,65,3/1/2010
paul9785,NA,paul9785,Consultant,8,3/1/2010
karlhaddad,LB,karlhaddad,Social Entrepreneur * Traveller* Philanthropist,66,3/1/2010
david3041,US,david3041,Personal Success Coach,4,3/1/2010
natalie3035,NA,natalie3035,Photographer,8,3/2/2010
johanna3876,NA,johanna3876,NA,10,3/2/2010
carla8320,NA,carla8320,Physician Assistant,0,3/2/2010
evaline3379,NA,evaline3379,NA,9,3/2/2010
nihar9837,NA,nihar9837,NA,0,3/2/2010
steven8087,NA,steven8087,NA,10,3/2/2010
jonathan1546,NA,jonathan1546,student,0,3/2/2010
ashley1729,NA,ashley1729,student,3,3/3/2010
ronald3449,NA,ronald3449,Construction Management,0,3/3/2010
randy1966,NA,randy1966,Engineer,0,3/3/2010
jonathan9843,NA,jonathan9843,Product Marketing,0,3/3/2010
asaxzq7153,NA,asaxzq7153,NA,1,3/3/2010
stpaulcolville6808,US,stpaulcolville6808,Youth Group,27,3/4/2010
satish9479,NA,satish9479,NA,0,3/4/2010
siree1079,NA,siree1079,student,2,3/4/2010
michele4543,NA,michele4543,Student,0,3/4/2010
dj5433,NA,dj5433,Sandwich Maker,0,3/4/2010
joe5712,NA,joe5712,CTO,0,3/4/2010
barbara5153,NA,barbara5153,NA,6,3/4/2010
shalini8421,NA,shalini8421,NA,0,3/4/2010
tiffany1210,US,tiffany1210,Nonprofit Marketing Director,3,3/4/2010
drazenka5558,NA,drazenka5558,TP Coordinator,13,3/4/2010
edmond9915,NA,edmond9915,Retired City Manager,14,3/5/2010
jana7123,NA,jana7123,Executive Assistant,4,3/5/2010
nick4787,NA,nick4787,NA,2,3/5/2010
victoria1695,NA,victoria1695,NA,4,3/5/2010
kevin58216671,US,kevin58216671,NA,1,3/5/2010
kevin3862,NA,kevin3862,Self employed,0,3/5/2010
lauren2366,US,lauren2366,student,17,3/6/2010
vicent4791,NA,vicent4791,public servant,0,3/6/2010
biniam8113,NA,biniam8113,NA,0,3/6/2010
tiffany3579,NA,tiffany3579,Bartender,0,3/6/2010
niall6479,NA,niall6479,Student,28,3/6/2010
karl2739,NA,karl2739,NA,0,3/6/2010
brooke9899,NA,brooke9899,international affairs,0,3/6/2010
fassil5532,NA,fassil5532,Technician,0,3/7/2010
deepanshu1330,NA,deepanshu1330,Engineer,2,3/7/2010
ababaj4967,NA,ababaj4967,artis,0,3/7/2010
emily3182,NA,emily3182,NA,2,3/7/2010
keely3662,NA,keely3662,Office Mananger,2,3/8/2010
naomi4585,NA,naomi4585,student,0,3/8/2010
darren9086,NA,darren9086,NA,0,3/8/2010
okcmovers,NA,okcmovers,Oklahoma City Movers,0,3/8/2010
muzakir4648,NA,muzakir4648,NA,0,3/8/2010
robert82014311,NA,robert82014311,NA,0,3/8/2010
stacy8820,NA,stacy8820,NA,0,3/8/2010
ellen5328,NA,ellen5328,NA,0,3/8/2010
stella8703,IT,stella8703,NA,10,3/9/2010
shir4165,US,shir4165,Entrepreneur,34,3/9/2010
ron3368,US,ron3368,Rare Book Dealer,4,3/10/2010
susan5011,NA,susan5011,NA,0,3/10/2010
anne4564,NA,anne4564,NA,1,3/10/2010
angela9388,NA,angela9388,NA,13,3/10/2010
joanne9138,NA,joanne9138,Teacher,6,3/10/2010
jordan2009,US,jordan2009,student,2,3/10/2010
daveandshelley5392,NA,daveandshelley5392,NA,12,3/11/2010
lauren2661,NA,lauren2661,NA,1,3/11/2010
bruno3122,NA,bruno3122,NA,0,3/11/2010
stephanie4780,NA,stephanie4780,Accountant,8,3/11/2010
DanielcdMartin,US,danielcdmartin,NA,0,3/11/2010
denny9145,NA,denny9145,A/V Production Manager,0,3/11/2010
lavro5578,NA,lavro5578,student,0,3/11/2010
eugeniop,IT,eugeniop,IT,11,3/11/2010
patrica5419,NA,patrica5419,retired,0,3/11/2010
sam6292,NA,sam6292,Designer,4,3/11/2010
balaji8853,NA,balaji8853,IT Manager,0,3/11/2010
cristi3233,US,cristi3233,NA,11,3/12/2010
kary5343,NA,kary5343,Worried Husband and father,0,3/12/2010
valeria7414,NA,valeria7414,Environmental Specialist,0,3/12/2010
justinabubakar5592,NA,justinabubakar5592,Foundingpresident & President (Mission Alliance),0,3/12/2010
lena6747,NA,lena6747,Admin,3,3/12/2010
jtamilselvi4584,NA,jtamilselvi4584,tailoring,0,3/13/2010
cathy9605,NA,cathy9605,brand manager,2,3/13/2010
hannah4536,NA,hannah4536,NA,1,3/13/2010
daisy8197,NA,daisy8197,empresaria,0,3/13/2010
sophie1956,CA,sophie1956,Student,1,3/13/2010
luke7266,NA,luke7266,filmmaker,4,3/14/2010
leannedaniel4371,AU,leannedaniel4371,NA,3,3/14/2010
atushi1792,NA,atushi1792,student,0,3/14/2010
massimo4208,NA,massimo4208,Finance Manager,4,3/14/2010
rod3095,NA,rod3095,NA,1,3/14/2010
shaan7854,NA,shaan7854,student,1,3/14/2010
roshana1391,NA,roshana1391,editor,12,3/15/2010
katie7213,NA,katie7213,Professor,0,3/15/2010
ismail8367,NA,ismail8367,Trader,0,3/15/2010
cris4080,NA,cris4080,Outreach Worker,3,3/15/2010
dhruvit5158,NA,dhruvit5158,Enterprenuar ,0,3/15/2010
niklas4486,NA,niklas4486,project manager,1,3/15/2010
kerry2182,NA,kerry2182,NA,1,3/15/2010
tiana3262,NA,tiana3262,BA Tango Tours,0,3/15/2010
willowcreekmchenryco2309,NA,willowcreekmchenryco2309,NA,5,3/16/2010
gilles4852,NA,gilles4852,teacher,2,3/16/2010
ketankumar3911,NA,ketankumar3911,Job(computer Operator),0,3/16/2010
noelle1937,US,noelle1937,Learner of Life,2,3/16/2010
bigspaceshipllc,US,bigspaceshipllc,NA,0,3/16/2010
mariza4496,NA,mariza4496,Administrator,2,3/16/2010
andrew28632995,NA,andrew28632995,NA,0,3/16/2010
gertrud8264,NA,gertrud8264,pensioner,1,3/16/2010
dola2661,NA,dola2661,Student,1,3/17/2010
mcorp4051,AU,mcorp4051,Personal Assistant,2,3/17/2010
yuyu9409,NA,yuyu9409,programmer,0,3/17/2010
smundarup8383,NO,smundarup8383,Researcher,27,3/17/2010
danille5096,NL,danille5096,NA,2,3/17/2010
joe6478,NA,joe6478,Student,0,3/17/2010
petra7272,NA,petra7272,Middle school teacher,0,3/18/2010
ali2055,NA,ali2055,ASISTANTE,0,3/18/2010
jake2232,NA,jake2232,Student,0,3/18/2010
usdaloan,NA,usdaloan,NA,0,3/18/2010
lisa5513,NA,lisa5513,Personal Assistant,3,3/19/2010
the1125,NA,the1125,NA,32,3/19/2010
jessica78469667,NA,jessica78469667,Architecture Student,0,3/19/2010
henrik7727,NA,henrik7727,NA,8,3/19/2010
steephen9524,NA,steephen9524,Supervisor,0,3/19/2010
elie3830,NA,elie3830,lecturer,8,3/20/2010
jake1136,NA,jake1136,LI,0,3/20/2010
adil1614,NA,adil1614,insar,0,3/20/2010
musicnmore,US,musicnmore,grant writer for the music & more foundation,2,3/20/2010
anthony2516,US,anthony2516,"Program Manager, Corporate Social Responsibility",5,3/20/2010
annesamoilov,NA,annesamoilov,teacher,1,3/20/2010
mtaib6522,NA,mtaib6522,NA,0,3/21/2010
kim3818,US,kim3818,NA,0,3/21/2010
daifu4690,NA,daifu4690,student,0,3/21/2010
sandra84907381,NA,sandra84907381,NA,3,3/21/2010
gunnar3894,NA,gunnar3894,NA,13,3/21/2010
sean2766,NA,sean2766,NA,13,3/21/2010
conrad9203,NA,conrad9203,Undergraduate,0,3/22/2010
brandon5066,NA,brandon5066,student,1,3/22/2010
carloseduardo4620,NA,carloseduardo4620,ANALISTA - PROFESOR 4tA. CATEGORIA,0,3/22/2010
christopher1857,NA,christopher1857,Painter,1,3/22/2010
katie7518,US,katie7518,student,19,3/22/2010
SAGEUpwardBoundDYC,US,sageupwardbounddyc,Students,1,3/22/2010
renee1636,NA,renee1636,NA,34,3/22/2010
rick7848,US,rick7848,lawyer,4,3/22/2010
greaves,US,greaves,Student,3,3/23/2010
florence3986,NA,florence3986,Auditor,0,3/24/2010
amy9415,US,amy9415,social worker ,2,3/24/2010
terry3026,US,terry3026,office worker,19,11/7/2006
micah4786,US,micah4786,Information Technology,9,11/7/2006
tony8303,NA,tony8303,Self-Employ,0,11/7/2006
carol2874,US,carol2874,REAL ESTATE,1,11/8/2006
eliza2556,US,eliza2556,Legal Assistant,4,11/8/2006
bonnie3086,US,bonnie3086,Executive Director for non-profit organization,9,11/8/2006
deanne1512,US,deanne1512,NA,48,11/8/2006
staci8087,NA,staci8087,NA,0,11/9/2006
michael1455,US,michael1455,Power Market Analyst,83,11/9/2006
davidandamanda9544,US,davidandamanda9544,Entrepreneur / Home Maker,5,11/9/2006
michael6405,US,michael6405,hydrologist,3,11/9/2006
nina7269,US,nina7269,Real estate sales,10,11/9/2006
jared4911,NA,jared4911,History teacher,0,11/9/2006
mary9733,US,mary9733,Public Interest Lawyer,28,11/9/2006
mark7434,NA,mark7434,NA,0,11/9/2006
girlpower,US,girlpower,NA,10,11/9/2006
ross3325,NA,ross3325,Web security consultant,0,11/9/2006
magaly5122,US,magaly5122,NA,17,11/10/2006
robshiffer,US,robshiffer,Student,4,11/10/2006
rafael1234,CA,rafael1234,translator,13,11/10/2006
laurelnss,US,laurelnss,Filmmaker,36,11/10/2006
kim2021,CA,kim2021,Teacher,2,6/3/2007
mark8465,US,mark8465,entrepeneur,2,6/3/2007
nora1797,CA,nora1797,NA,2,6/4/2007
tanya1098,US,tanya1098,NA,0,6/4/2007
gairn1375,NA,gairn1375,Farmer,0,6/4/2007
ian3251,GB,ian3251,IT,19,6/4/2007
maggie7459,US,maggie7459,Non-profit Special Events,0,6/4/2007
marsha6876,US,marsha6876,decorator,44,6/5/2007
chris5620,US,chris5620,Financial services,6,6/5/2007
joshua9118,US,joshua9118,College Student,1,6/5/2007
christine6741,NA,christine6741,editor,0,6/5/2007
leslie5781,US,leslie5781,NA,3,6/5/2007
roberta4490,US,roberta4490,Nonprofit Consultant,6,6/6/2007
brian2782,US,brian2782,business manager,0,6/6/2007
matt7898,US,matt7898,Computer Tech,0,3/24/2010
germn4642,AR,germn4642,developer (IT),2,3/24/2010
rasia1499,NA,rasia1499,NA,0,3/25/2010
ronald9813,NA,ronald9813,NA,0,3/25/2010
rupinder2294,US,rupinder2294,NA,8,3/25/2010
danelle9288,NA,danelle9288,Teacher,0,3/26/2010
jane7047,NA,jane7047,retired,0,3/26/2010
kayode2520,NA,kayode2520,Engineer,0,3/27/2010
riley1324,AU,riley1324,student,1,3/28/2010
anya7793,AU,anya7793,Sales Rep,2,3/28/2010
dylan3603,NA,dylan3603,NA,7,3/28/2010
kjetil9825,NO,kjetil9825,Logistics Coordinator,2,3/28/2010
jesse5045,US,jesse5045,web designer,5,3/28/2010
chuck4863,US,chuck4863,NA,2,3/28/2010
arwin6948,NA,arwin6948,Student/Data Entry Analyst,0,3/28/2010
james5912,US,james5912,Seminarian,4,3/28/2010
michelle7288,NA,michelle7288,Teacher,0,3/28/2010
mark63247502,US,mark63247502,church musician,1,3/29/2010
leonli,CA,leonli,Undergraduate Student,12,3/29/2010
tiago4712,NA,tiago4712,NA,1,3/29/2010
frederick8658,NA,frederick8658,Financial Advisor,0,3/29/2010
ken8728,NA,ken8728,NA,5,3/29/2010
juliane5483,DE,juliane5483,Student,2,3/29/2010
marysheila5046,NA,marysheila5046,ESL Teacher,0,3/29/2010
stefan2161,NA,stefan2161,IT,0,3/29/2010
guy1800,IL,guy1800,STUDENT,1,3/29/2010
prashant4135,NA,prashant4135,EE,0,3/30/2010
hollis3183,NA,hollis3183,psychotherapist,0,3/30/2010
laurence5426,NA,laurence5426,NA,0,3/30/2010
paula7337,CA,paula7337,geologist,5,3/31/2010
zach7958,NA,zach7958,Student,1,3/31/2010
margaretdempsey,US,margaretdempsey,International Supply Chain Management,7,3/31/2010
david58216449,NA,david58216449,business person,0,3/31/2010
michelle3936,NA,michelle3936,NA,3,3/31/2010
kamila1286,US,kamila1286,Daughter :),2,3/31/2010
gala9094,US,gala9094,Teacher,27,3/31/2010
carissa7085,NA,carissa7085,librarian,2,3/31/2010
peggy8162,US,peggy8162,friend,3,4/1/2010
michal9763,CA,michal9763,business consultant,5,4/1/2010
michelle5652,US,michelle5652,NA,2,4/1/2010
meaghan2774,US,meaghan2774,NA,1,4/1/2010
gavin1762,US,gavin1762,teacher,6,4/1/2010
sayaka6946,NA,sayaka6946,student,0,4/1/2010
phillip8361,NA,phillip8361,Technical Manager,0,4/1/2010
jonathan1360,GB,jonathan1360,NA,1,4/1/2010
tzaddi,CA,tzaddi,Web Designer,12,4/2/2010
steve37415002,NA,steve37415002,NA,0,4/2/2010
robin4030,US,robin4030,RN,2,4/2/2010
anastasia6011,NA,anastasia6011,real estate,0,4/2/2010
james83745898,AU,james83745898,Student,13,4/2/2010
jared6630,US,jared6630,Software Engineer,11,4/3/2010
thlwest,US,thlwest,Project Manager,62,4/3/2010
pat92991469,NA,pat92991469,NA,0,4/3/2010
john43802752,NA,john43802752,Professor,0,4/3/2010
carolyn98101763,US,carolyn98101763,NA,0,4/3/2010
frank4618,ZA,frank4618,Government Official,0,4/3/2010
carloseduardo1428,NA,carloseduardo1428,NA,0,4/3/2010
mary5169,US,mary5169,US Army Civilian,3,4/4/2010
jack7507,NA,jack7507,Retired,0,4/4/2010
lukas9009,NA,lukas9009,NA,0,4/4/2010
heather45418415,AU,heather45418415,NA,2,4/4/2010
paul6690,NA,paul6690,Airport Manager,0,4/4/2010
ellen9717,NA,ellen9717,NA,0,4/4/2010
parasgudka,KE,parasgudka,"Graphic Designer, Web Developer, Copywriter",9,4/4/2010
gana9271,NA,gana9271,Stay at hom mom,0,4/4/2010
karin1714,US,karin1714,NA,1,4/4/2010
karen6743,US,karen6743,NA,4,4/5/2010
mohmmad7341,NA,mohmmad7341,NA,0,4/5/2010
teewana6594,NA,teewana6594,nurse tech,0,4/5/2010
debra28413267,NA,debra28413267,NA,4,4/5/2010
jenna7509,US,jenna7509,student,3,4/5/2010
michael2282,NA,michael2282,Filmmaker,6,4/5/2010
max5117,US,max5117,14 student in Ohio USA,1,4/6/2010
emily2853,NA,emily2853,student,0,4/6/2010
darmanto5517,NA,darmanto5517,NA,0,4/6/2010
maria9272,AU,maria9272,Nurse,5,4/6/2010
leeanne2071,CA,leeanne2071,Social worker,4,4/6/2010
soy7140,NA,soy7140,wholesaler,0,4/6/2010
pamela24869722,NA,pamela24869722,Mary Kay Consultant,0,4/6/2010
brenda7423,CA,brenda7423,Science,6,4/6/2010
juan4535,US,juan4535,NA,2,4/6/2010
rosie4341,US,rosie4341,NA,2,4/6/2010
david8518,CA,david8518,Acklands-Grainger,32,4/6/2010
gail4389,CA,gail4389,NA,4,4/7/2010
annikka6901,US,annikka6901,NA,1,4/7/2010
lucian5438,RO,lucian5438,student,6,4/7/2010
isabelle4256,NA,isabelle4256,NA,0,4/7/2010
mdhafizur8054,NA,mdhafizur8054,Student,0,4/7/2010
mike3583,US,mike3583,Operations Management,34,4/7/2010
delgermurun3246,NA,delgermurun3246,Econimist,0,4/8/2010
tom9296,US,tom9296,NA,1,4/8/2010
casey7321,NA,casey7321,student,0,4/9/2010
scott72669464,US,scott72669464,Pilot,3,4/9/2010
liv52,GB,liv52,NA,0,4/9/2010
zane7173,JP,zane7173,English Teacher,3,4/10/2010
lisa69627342,NA,lisa69627342,Event Planner,0,4/10/2010
jenniferburgin,US,jenniferburgin,Chemist,4,4/10/2010
brendan9772,NA,brendan9772,NA,19,4/10/2010
pablo8195,US,pablo8195,Programmer,2,4/10/2010
wendy2249,AU,wendy2249,NA,5,4/11/2010
jenni3804,NA,jenni3804,NA,0,4/11/2010
phuccc,US,phuccc,College Student,3,4/11/2010
ada2728,NL,ada2728,NA,17,4/11/2010
jannik8817,DE,jannik8817,NA,3,4/11/2010
laura3382,IT,laura3382,NA,2,4/11/2010
mark28343759,NA,mark28343759,NA,6,4/11/2010
jennifer19504394,NA,jennifer19504394,NA,5,4/11/2010
annie8285,CA,annie8285,Pediatric Resident,2,4/11/2010
thierry4934,FR,thierry4934,I.T. manager,40,4/11/2010
scott3878,US,scott3878,Graduate Student,2,4/12/2010
lcarla4257,US,lcarla4257,NA,1,4/12/2010
stev0949,US,stev0949,Student,1,4/12/2010
matt6216,GB,matt6216,NA,15,4/12/2010
andre6917,NA,andre6917,student,1,4/12/2010
samantha21522544,US,samantha21522544,Marketing,1,4/12/2010
rachel3663,US,rachel3663,teacher,19,4/12/2010
brandon7009,US,brandon7009,Live Video production,26,4/13/2010
natalie1588,US,natalie1588,Producer,4,4/13/2010
laird9123,CA,laird9123,NA,14,4/13/2010
