lender_id,country_code,uid,occupation,loan_count,member_since_date
david8540,US,david8540,Researcher,17,11/20/2007
sasie,NL,sasie,industrial designer,6,11/21/2007
ellen4187,NL,ellen4187,retired,11,11/21/2007
tim3393,US,tim3393,NA,4,11/21/2007
joseph6921,NA,joseph6921,NA,0,11/21/2007
anthony6441,US,anthony6441,infrastructure analyst,15,11/21/2007
rebecca6984,NA,rebecca6984,NA,0,11/21/2007
john54614879,NA,john54614879,NA,7,11/21/2007
william9123,NA,william9123,Land Surveyor,0,11/22/2007
omukangu7654,NA,omukangu7654,International driver,0,11/22/2007
jo2920,US,jo2920,NA,6,11/22/2007
Mar-58,US,Mar-58,"Engineer, Farmer",11,11/22/2007
colleen7948,US,colleen7948,Teacher,4,11/22/2007
kendall3280,US,kendall3280,Placement Director,7,11/22/2007
carol9035,US,carol9035,teacher,0,11/22/2007
mark6659,NA,mark6659,Senior Program Developer,0,11/22/2007
stephen5283,NA,stephen5283,Business Owner,0,11/22/2007
mary2699,NA,mary2699,volunteer work,0,11/22/2007
sheri8888,NA,sheri8888,Student/Writer,0,11/22/2007
krysta8264,US,krysta8264,Waitress,2,11/22/2007
elizabeth6641,US,elizabeth6641,teacher,14,12/14/2006
chris8212,US,chris8212,Student,1,12/14/2006
randy8084,NA,randy8084,NA,0,12/15/2006
jon2729,US,jon2729,NA,0,12/15/2006
daniel7266,US,daniel7266,NA,5,12/16/2006
thaoandray,US,thaoandray,NA,15,12/16/2006
jay8790,US,jay8790,WW Sales Acceleration Consultant,4,12/16/2006
PeggyandDon,US,peggyanddon,NA,36,12/16/2006
erikandpam8413,NA,erikandpam8413,NA,0,12/16/2006
mjandliz1607,NA,mjandliz1607,Grad Student and Director of Nonprofit,0,12/16/2006
jon3944,US,jon3944,home builder,0,12/16/2006
heather2598,US,heather2598,NA,3,12/17/2006
kim5814,US,kim5814,NA,0,12/17/2006
geoffrey7535,US,geoffrey7535,Robotics Entrepreneur,4,12/17/2006
dokaadam,HU,dokaadam,psychology student,12,12/17/2006
howard4242,US,howard4242,retired,17,11/22/2007
revterry3510,US,revterry3510,"Interfaith Minister, College Instructor, Counselor",44,11/22/2007
atkin2921,US,atkin2921,Business Owner,29,11/23/2007
toshie2468,NA,toshie2468,Child care,0,11/23/2007
malea6698,DE,malea6698,Student,5,11/23/2007
nicole6444,US,nicole6444,Film/TV Producer,15,11/23/2007
pamela9825,US,pamela9825,Entrepreneur,4,11/23/2007
SebT,CA,sebt,Student,5,11/23/2007
kim1937,NA,kim1937,BUSINESS OWNER,0,11/23/2007
deborah4674,CA,deborah4674,Human Resources,2,11/23/2007
ronald8165,US,ronald8165,Christian CEO,3,11/23/2007
tara7468,CA,tara7468,RN,3,11/23/2007
markandkerry61764,US,markandkerry61764,NA,0,11/23/2007
darlene9991,CA,darlene9991,nutritionist,11,11/23/2007
julie3460,US,julie3460,Sales & Marketing,8,11/23/2007
rudy6973,NA,rudy6973,Retired Teacher,0,11/23/2007
jaine2395,US,jaine2395,NA,21,11/23/2007
michael1606,US,michael1606,"Manager, Financial Reporting",20,11/23/2007
bryan6669,US,bryan6669,Self Employed,4,11/23/2007
patricia9871,US,patricia9871,patricia,1,11/23/2007
madelaine3347,NA,madelaine3347,NA,0,11/23/2007
sunny2644,US,sunny2644,NA,16,11/23/2007
linda4343,US,linda4343,"CEO, My House",3,11/23/2007
russell1340,US,russell1340,NA,3,11/23/2007
wendy7605,US,wendy7605,Caregiver,4,11/23/2007
jane2495,US,jane2495,writer,1,11/23/2007
janice2447,US,janice2447,University Educator,11,11/23/2007
marie3624,US,marie3624,teacher,17,11/23/2007
donna4210,CA,donna4210,NA,0,11/23/2007
nicole4295,NA,nicole4295,Student,1,11/23/2007
patricia9877,NA,patricia9877,TEACHER,0,11/23/2007
jennifer6397,CA,jennifer6397,Biologist,5,11/23/2007
bharat2335,US,bharat2335,IT Consultant,21,11/23/2007
nicole7767,NA,nicole7767,stay at home mom,0,11/23/2007
loretta6381,NA,loretta6381,Youth Worker,0,11/23/2007
maggie8412,CA,maggie8412,"Vice President, Teldon Media Group",22,11/23/2007
lori2017,NA,lori2017,Food Service Mgr.,0,11/23/2007
arthur6328,US,arthur6328,Pastor,1,11/23/2007
ginny7116,US,ginny7116,Benefits Administrator,1,11/23/2007
ngoc5138,US,ngoc5138,Elementary Teacher,1,11/23/2007
mikeandwinnie3986,US,mikeandwinnie3986,NA,8,11/23/2007
alfred9672,US,alfred9672,Information Technology,27,11/23/2007
geoff2336,CA,geoff2336,NA,1,11/24/2007
kevin1810,US,kevin1810,self employed,0,11/24/2007
susan9781,US,susan9781,writer,30,11/24/2007
cori6414,US,cori6414,NA,28,11/24/2007
peter3635,NA,peter3635,Student,0,11/24/2007
carolyn8042,GB,carolyn8042,NA,11,11/24/2007
ren9929,CA,ren9929,retired,12,11/24/2007
jane4087,US,jane4087,investment consultant,59,11/24/2007
ilseelisabeth5210,DK,ilseelisabeth5210,NA,32,11/24/2007
jonathan4900,US,jonathan4900,Pilot,13,11/24/2007
elizabethb6413,CA,elizabethb6413,retired pharmacist,13,11/24/2007
kathleen1270,US,kathleen1270,NA,0,11/24/2007
christine9791,CA,christine9791,NA,20,11/24/2007
bob1692,US,bob1692,Attorney,21,11/25/2007
raymondandjennifer6397,CA,raymondandjennifer6397,Retail,8,11/25/2007
lauren1163,NA,lauren1163,Designer,0,11/25/2007
ulla7834,DE,ulla7834,Secretary,36,11/25/2007
johanna8550,NA,johanna8550,Event Consultant,0,11/25/2007
simon5390,GB,simon5390,Designer,16,11/25/2007
michiel2109,NL,michiel2109,Consultant,12,11/25/2007
keremsah9338,NA,keremsah9338,NA,0,11/25/2007
nico8451,DE,nico8451,Student,20,11/25/2007
katharine8856,US,katharine8856,retired,25,11/25/2007
whitney1380,US,whitney1380,NA,0,11/25/2007
elizabeth5440,US,elizabeth5440,retired,7,11/26/2007
peter6276,NA,peter6276,Entrepreneur,0,11/26/2007
allan4654,US,allan4654,NA,1,11/26/2007
muc19111,FR,muc19111,students,3,11/26/2007
melita6798,NA,melita6798,NA,0,11/26/2007
art5667,US,art5667,retired,25,11/26/2007
nancie4288,US,nancie4288,Shaklee Products Distributor,33,11/26/2007
daniel9020,US,daniel9020,Marketing,203,11/26/2007
caitlin8693,US,caitlin8693,NA,0,11/26/2007
kim6019,NA,kim6019,NA,0,11/26/2007
abe9376,US,abe9376,Real Estate Consultant,4,11/26/2007
lisa7241,CA,lisa7241,Teacher,48,11/26/2007
calvin6977,NA,calvin6977,legal,0,11/26/2007
randy9049,CA,randy9049,house painter,25,11/27/2007
mandy5299,US,mandy5299,Teacher,5,11/27/2007
eric7635,US,eric7635,operations manager,8,11/27/2007
emma6838,SE,emma6838,student,14,11/27/2007
deborah9577,US,deborah9577,IT Manager,6,11/27/2007
laraandtom2814,US,laraandtom2814,Pet Groomer,3,11/27/2007
mindy7664,US,mindy7664,NA,2,11/27/2007
brendan1224,US,brendan1224,semi-retired,1,11/27/2007
judith2286,US,judith2286,Water Conservation Program Supervisor,0,11/27/2007
heather8289,CA,heather8289,teacher,4,11/27/2007
jane6868,CA,jane6868,loans officer,9,11/27/2007
ginine7834,US,ginine7834,Project Manager,0,11/28/2007
dan1242,CA,dan1242,Civil Servants,2,11/28/2007
lisa2313,NA,lisa2313,Professor,0,11/28/2007
dexter9477,US,dexter9477,Management Consultant,98,11/28/2007
james3270,US,james3270,NA,110,11/28/2007
jason12vb,US,jason12vb,IT Consultant,36,11/28/2007
josh9705,US,josh9705,NA,4,11/28/2007
john1629,US,john1629,Manager,0,11/28/2007
victor8632,NA,victor8632,retired,7,11/28/2007
jennifer33571280,NA,jennifer33571280,Clerical,0,11/28/2007
tania4021,AU,tania4021,Actor,13,11/28/2007
joan1346,US,joan1346,NA,31,11/28/2007
robert7488,US,robert7488,Engineer (Retired),2,11/28/2007
lisa7707,CA,lisa7707,Student,15,11/28/2007
katrinahx,US,katrinahx,NA,1,11/29/2007
judith3882,US,judith3882,teacher,8,11/29/2007
julia9793,CA,julia9793,claims assistant,9,11/29/2007
ikram2985,NA,ikram2985,Engineer,0,11/29/2007
erin3608,NA,erin3608,Artist,0,11/29/2007
joseluis,PT,joseluis,NA,12,11/29/2007
amy5583,NA,amy5583,NA,0,11/29/2007
scott9591,US,scott9591,NA,17,11/29/2007
blaire6675,US,blaire6675,NA,0,11/29/2007
marla1059,US,marla1059,assistant/cashier,40,11/30/2007
sue3591,CA,sue3591,Mom,7,11/30/2007
susan7010,US,susan7010,Philanthropist,13,11/30/2007
melo3358,NA,melo3358,eng,0,11/30/2007
robert9005,US,robert9005,NA,1,11/30/2007
michel5534,NA,michel5534,JOURNALIST,18,11/30/2007
steinar4776,NA,steinar4776,skoda technician,0,11/30/2007
joseph7517,US,joseph7517,International Logistics,11,11/30/2007
michael2942,US,michael2942,web developer,10,11/30/2007
Mai7436,US,mai7436,NA,17,11/30/2007
scott5811,US,scott5811,retired/retail,17,11/30/2007
dwain6434,US,dwain6434,NA,2,11/30/2007
etajha5685,NA,etajha5685,Student,0,12/1/2007
janis3934,US,janis3934,retired teacher,15,12/1/2007
john38625178,US,john38625178,Physician,0,12/1/2007
donna1022,US,donna1022,Education consulting,4,12/1/2007
miguel9574,ES,miguel9574,Public Servant (Administration),30,12/1/2007
mark4769,US,mark4769,Student,2,12/1/2007
barbara9471,GB,barbara9471,teacher,14,12/1/2007
andre7791,NO,andre7791,Technician,10,12/1/2007
mary2543,US,mary2543,SALES,15,12/2/2007
margaretkramer,US,margaretkramer,CPA,58,12/2/2007
barbara1307,US,barbara1307,writer,27,12/2/2007
pam6883,US,pam6883,NA,12,12/2/2007
nicole8117,NA,nicole8117,Nurse,0,12/2/2007
amy1414,NA,amy1414,mother,1,12/2/2007
leisha9754,US,leisha9754,NA,11,12/2/2007
tamara7616,CA,tamara7616,NA,3,12/2/2007
louise5629,US,louise5629,reading teacher/tutor,6,12/2/2007
charles7857,US,charles7857,Alzheimer\'s care and sp. ed.  teacher\'s aide,0,12/2/2007
gary7239,US,gary7239,Realtor,0,12/2/2007
carla5062,NA,carla5062,NA,17,12/2/2007
daniel5181,US,daniel5181,retired teacher,223,12/3/2007
rebecca3399,US,rebecca3399,Student,3,12/3/2007
aburukuwa3090,US,aburukuwa3090,Student/Worker,1,12/18/2006
arnab,CA,arnab,NA,13,12/18/2006
hazel9682,NA,hazel9682,Private Franchiser,1,12/18/2006
scott4340,NA,scott4340,Analyst,0,12/19/2006
gary5991,US,gary5991,Office,4,12/19/2006
otiende9673,NA,otiende9673,business,0,12/19/2006
k7470,US,k7470,NA,5,12/19/2006
michael8627,US,michael8627,Airline Pilot,17,12/19/2006
jeremy8903,US,jeremy8903,Forester,8,12/19/2006
julie9862,US,julie9862,NA,0,12/19/2006
sarah6084,US,sarah6084,NA,9,12/19/2006
maria7129,US,maria7129,Doctor,0,12/19/2006
brad3886,US,brad3886,NA,91,12/20/2006
debbie2983,US,debbie2983,"Director, Internet  Media Start-up",13,12/20/2006
penny1726,NA,penny1726,NA,1,12/20/2006
david57425459,NA,david57425459,Venture Capitalist,6,12/3/2007
michael5108,NA,michael5108,PHOTOGRAPHER / PHOTO LAB OPERATOR,0,12/3/2007
andrea1289,US,andrea1289,psychologist,0,12/3/2007
allison8849,US,allison8849,NA,1,12/3/2007
amitabh5309,US,amitabh5309,NA,4,12/3/2007
samantha5927,NA,samantha5927,Student,0,12/3/2007
jim7506,US,jim7506,NA,1,12/4/2007
suzee1373,US,suzee1373,Retailer,6,12/4/2007
gerri,US,gerri,Accountant,31,12/4/2007
barb4697,CA,barb4697,NA,5,12/4/2007
sheila6178,CA,sheila6178,NA,0,12/4/2007
tango987,US,tango987,Teacher,2,12/4/2007
suresh8370,GB,suresh8370,Doctor,132,12/4/2007
rachel3286,CA,rachel3286,Entrepreneur,1,12/4/2007
jonathan2750,US,jonathan2750,Software Developer,17,12/4/2007
dvinedesigns,US,dvinedesigns,Jewelry Designer,4,12/4/2007
kjartan2708,NO,kjartan2708,Nurse and teacher,433,12/4/2007
scott7967,NA,scott7967,NA,0,12/4/2007
dan3863,NA,dan3863,NA,0,12/5/2007
marylucille9829,US,marylucille9829,Teacher,9,12/5/2007
mikekerry8245,US,mikekerry8245,Student,7,12/5/2007
jennifer8829,CA,jennifer8829,Marketing Coordinator,5,12/5/2007
daniel9846,NA,daniel9846,Student/Office Worker,0,12/5/2007
simeona8656,NA,simeona8656,Lawyer,0,12/5/2007
andre1063,NO,andre1063,IT-Consultant,58,12/5/2007
cora2031,CA,cora2031,self-employed,12,12/5/2007
tori1895,US,tori1895,NA,0,12/5/2007
shirley2150,US,shirley2150,Police Executive Assistant,5,12/5/2007
rachel3280,US,rachel3280,engineer,2,12/5/2007
vegardjo,NO,vegardjo,NA,15,12/5/2007
petr9774,NA,petr9774,NA,0,12/5/2007
tess2199,US,tess2199,Loan Assistant,18,12/5/2007
barbarann8418,US,barbarann8418,clown,14,12/5/2007
mercedes5360,CA,mercedes5360,Cook,10,12/6/2007
allan9333,US,allan9333,Businessman,6,12/6/2007
ray3607,US,ray3607,Real estate agent,8,12/6/2007
gary5160,US,gary5160,IT Worker & RN,12,12/6/2007
kerri3048,US,kerri3048,NA,1,12/6/2007
dana2278,US,dana2278,Insurance Agent,5,12/6/2007
rebecca4071,US,rebecca4071,sixth grade educator,13,12/6/2007
kevin7012,US,kevin7012,Financial Consultant,0,12/6/2007
jessica2036,NA,jessica2036,NA,0,12/6/2007
gary4922,US,gary4922,small business owner,2,12/6/2007
christian7069,DK,christian7069,psychologist,27,12/6/2007
zac1357,NA,zac1357,Manager at a market,0,12/6/2007
marialejose,US,marialejose,Engineer,35,12/6/2007
mara8843,CA,mara8843,NA,0,12/6/2007
bobbie5030,CA,bobbie5030,new mom,5,12/6/2007
debbie4435,NA,debbie4435,NA,1,12/6/2007
iain1121,US,iain1121,INVESTOR,2,12/6/2007
frank6236,US,frank6236,Business Owner,2,12/6/2007
joseph7498,US,joseph7498,Retired,0,12/6/2007
janet3411,US,janet3411,social worker,0,12/7/2007
ravi5218,NA,ravi5218,Management Consultant,0,12/7/2007
eli9411,NA,eli9411,Student,0,12/7/2007
carol5002,US,carol5002,NA,4,12/7/2007
steve7276,NA,steve7276,retired,0,12/7/2007
jim5367,NA,jim5367,NA,0,12/7/2007
christopher3241,US,christopher3241,Hair Stylist,15,12/7/2007
manish6062,NA,manish6062,Marine Professional,0,12/7/2007
chris4465,US,chris4465,NA,4,12/7/2007
vickie4443,NA,vickie4443,NA,0,12/7/2007
zachary6628,NA,zachary6628,NA,0,12/7/2007
beth5389,GB,beth5389,Business owner,7,12/7/2007
randall2068,NA,randall2068,NA,1,12/7/2007
katherine7383,US,katherine7383,NA,0,12/7/2007
anna4428,US,anna4428,Graduate student,5,12/7/2007
edan5818,US,edan5818,NA,11,12/7/2007
fenshya9283,US,fenshya9283,CEO,11,12/8/2007
lori8438,US,lori8438,CEO,38,12/8/2007
taylor9046,US,taylor9046,NA,81,12/8/2007
heinzjrgen6835,DE,heinzjrgen6835,NA,9,12/8/2007
jurg3255,NA,jurg3255,NA,0,12/8/2007
joao7948,US,joao7948,marketing professional,10,12/8/2007
carole8588,US,carole8588,retired teacher,4,12/8/2007
annemarieandjustin2472,US,annemarieandjustin2472,NA,7,12/8/2007
drew9965,NA,drew9965,Student,3,12/8/2007
zachariah5711,US,zachariah5711,Attorney,0,12/8/2007
katie2919,US,katie2919,Student,4,12/8/2007
pamela9292,NA,pamela9292,Retired,0,12/9/2007
jennifer4029,US,jennifer4029,pilot,6,12/9/2007
chris42967141,US,chris42967141,Group VP Operations,137,12/9/2007
jane2898,US,jane2898,retired teacher,1,12/9/2007
bridget8950,CA,bridget8950,Student,0,12/9/2007
carolyn1279,US,carolyn1279,NA,1,12/9/2007
geoff4487,US,geoff4487,Non-profit consultant,4,12/9/2007
ginny9220,NA,ginny9220,Retired health care worker. A citizen activist,0,12/9/2007
robin1497,US,robin1497,NA,0,12/9/2007
lee1666,US,lee1666,NA,26,12/9/2007
darrell7229,US,darrell7229,Business Person,0,12/9/2007
ronda9979,US,ronda9979,Entrepreneur,4,12/9/2007
charles5802,US,charles5802,NA,9,12/10/2007
dan5469,US,dan5469,Software Developer,0,12/10/2007
laura7149,US,laura7149,Project Manager,6,12/10/2007
tina6655,US,tina6655,Surgical Technologist,4,12/10/2007
robert1622,US,robert1622,Programmer,32,12/10/2007
tova5600,NA,tova5600,NA,9,12/10/2007
jewell6397,US,jewell6397,Licensed Counselor,13,12/10/2007
karyn4232,US,karyn4232,mother,2,12/10/2007
michael2028,US,michael2028,NA,0,12/10/2007
jill79652671,US,jill79652671,NA,0,12/10/2007
rita9245,NA,rita9245,translator,5,12/10/2007
emily4120,CA,emily4120,student,7,12/10/2007
joyce9100,US,joyce9100,Retired Teacher,4,12/10/2007
linda3699,US,linda3699,retired small business owner,1,12/10/2007
benteandthomas6944,NO,benteandthomas6944,Law,1,12/10/2007
john5356,US,john5356,Consultant,2,12/10/2007
joel3103,US,joel3103,NA,0,12/10/2007
cheryl7464,NA,cheryl7464,NA,0,12/11/2007
serena3812,US,serena3812,student,3,12/11/2007
george4742,CA,george4742,NA,1,12/11/2007
clark2269,US,clark2269,Technology Consultant,8,12/11/2007
jennifer9766,NA,jennifer9766,waitress,0,12/11/2007
sikandar3078,NA,sikandar3078,Journalist,0,12/11/2007
sari4370,NA,sari4370,NA,0,12/11/2007
anthony1741,US,anthony1741,Business Owner,9,12/11/2007
kayla7190,US,kayla7190,NA,0,12/11/2007
will9411,US,will9411,Small Business Man,10,12/11/2007
maria7831,US,maria7831,Consultant,0,12/11/2007
denise6920,US,denise6920,NA,7,12/11/2007
susan9754,CA,susan9754,Actress/Singer,0,12/11/2007
dianne8008,US,dianne8008,retail store owner,2,12/11/2007
cathy3662,CA,cathy3662,accountant,22,12/11/2007
susan1730,US,susan1730,NA,14,12/11/2007
r8617,US,r8617,Human doing. ,45,12/12/2007
shirley3814,US,shirley3814,Retired,6,12/12/2007
msjulia,CA,msjulia,Business Analyst,8,12/12/2007
stephen6752,US,stephen6752,Founder/VP Apparel Company,2,12/12/2007
troy2287,US,troy2287,Teacher,25,12/12/2007
ceci5722,NA,ceci5722,Student,2,12/12/2007
3.67E+16,NA,3.67E+16,NA,2,12/12/2007
glenn5889,US,glenn5889,Advertising / Marketing,40,12/12/2007
neil8830,US,neil8830,Financial Analyst,2,12/12/2007
penny8850,NA,penny8850,NA,0,12/12/2007
debbie2272,US,debbie2272,Chocolatier/Artist,39,12/12/2007
josh1746,US,josh1746,Jr. Systems Engineer,20,12/13/2007
carey7062,US,carey7062,administration,59,12/13/2007
peggy8896,US,peggy8896,Customer Service Manager,0,12/13/2007
david7039,US,david7039,Entrepreneur,2,12/13/2007
ryan3347,NA,ryan3347,Nurse,0,12/13/2007
kerry2886,NA,kerry2886,NA,0,12/13/2007
maryann8889,US,maryann8889,Business Manager,3,12/13/2007
terry4636,US,terry4636,Attorney,2,12/13/2007
connie6488,US,connie6488,Chamisa Mesa High School,12,12/13/2007
bob6785,CA,bob6785,Broker,0,12/13/2007
christian2173,NA,christian2173,NA,0,12/13/2007
julia9071,US,julia9071,Physician,16,12/13/2007
david3359,US,david3359,Manager,1,12/13/2007
beth5759,US,beth5759,Fundraiser,1,12/13/2007
bob8821,US,bob8821,NA,0,12/20/2006
lynn9834,US,lynn9834,NA,1,12/20/2006
douglas2234,US,douglas2234,NA,0,12/21/2006
rosanna6438,CA,rosanna6438,Accountant,24,12/21/2006
sandy2317,CA,sandy2317,NA,14,12/21/2006
kamdoumngami5822,NA,kamdoumngami5822,trader,0,12/21/2006
rich5471,US,rich5471,Retired Software Guy,0,12/21/2006
colin6902,NA,colin6902,NA,0,12/21/2006
steve5037,US,steve5037,teacher,0,12/21/2006
melissa5327,NA,melissa5327,Office Worker,0,12/21/2006
kathys7468,US,kathys7468,NA,1,12/21/2006
yvonne7819,US,yvonne7819,NA,0,12/22/2006
aaron1636,US,aaron1636,NA,0,12/22/2006
mary4117,US,mary4117,Construction Company Owner,1,12/14/2007
bradgreiner,US,bradgreiner,NA,12,12/14/2007
lisa6260,US,lisa6260,NA,0,12/14/2007
oliver5135,US,oliver5135,Thinker,1,12/14/2007
nicole9590,NA,nicole9590,NA,1,12/14/2007
katherine3965,US,katherine3965,advocate for women with postpartum depression,8,12/14/2007
betsy7155,US,betsy7155,NA,0,12/14/2007
stephanie6846,CA,stephanie6846,NA,0,12/14/2007
lori81388028,CA,lori81388028,One Big happy Family !!,7,12/14/2007
susan1189,US,susan1189,Student,5,12/14/2007
lynn9378,CA,lynn9378,retired public servant,41,12/14/2007
brian5899,US,brian5899,NA,0,12/14/2007
catherine7488,US,catherine7488,teacher,0,12/14/2007
susan4074,US,susan4074,Electrical Engineer,0,12/15/2007
armando1425,IT,armando1425,Consultant,3,12/15/2007
hans7985,NL,hans7985,engineer,3,12/15/2007
bob7153,US,bob7153,NA,0,12/15/2007
mike3782,NA,mike3782,Wealth Management,2,12/15/2007
miette3376,US,miette3376,public relations,4,12/15/2007
yvette5802,US,yvette5802,teacher,0,12/15/2007
lorri4761,US,lorri4761,Management Consultant,0,12/15/2007
ericandsandy6466,US,ericandsandy6466,travellers,0,12/15/2007
bob5512,US,bob5512,Writer,15,12/15/2007
leann3975,US,leann3975,NA,0,12/15/2007
lon,CA,lon,Student,10,12/15/2007
kristyandpaul1882,NA,kristyandpaul1882,NA,11,12/15/2007
uzoma3091,NG,uzoma3091,farmer,0,12/15/2007
erika2144,US,erika2144,College Administrator,1,12/16/2007
maria4845,NA,maria4845,NA,0,12/16/2007
karimbakhtiar,GB,karimbakhtiar,Marketer,206,12/16/2007
krypton,US,krypton,Director of QA/EDI,7,12/16/2007
elizabeth7983,US,elizabeth7983,nurse,0,12/16/2007
ellen1371,US,ellen1371,Management,1,12/16/2007
sukhtej2418,NA,sukhtej2418,NA,0,12/16/2007
daniel9029,US,daniel9029,Education/Travel,17,12/16/2007
kathryn8154,US,kathryn8154,NA,0,12/16/2007
aaron7640,US,aaron7640,NA,5,12/16/2007
elizabeth5946,US,elizabeth5946,Mom,0,12/16/2007
bonnie5196,US,bonnie5196,nurse,1,12/16/2007
matt2316,US,matt2316,Art,17,12/16/2007
caraandmark8113,US,caraandmark8113,NA,4,12/16/2007
laura1138,US,laura1138,Educator,6,12/16/2007
holly2634,AU,holly2634,NA,3,12/17/2007
mary4729,US,mary4729,IT Technical Analyst,0,12/17/2007
dana5097,US,dana5097,NA,9,12/17/2007
melissa6479,US,melissa6479,Student,0,12/17/2007
david3912,US,david3912,Father,8,12/17/2007
gracendela8422,NA,gracendela8422,agricultural field officer,0,12/17/2007
leon3101,NA,leon3101,NA,10,12/17/2007
andrea6697,CA,andrea6697,Copyright Officer,5,12/17/2007
ioana1969,CA,ioana1969,NA,0,12/17/2007
grant5804,US,grant5804,NA,0,12/17/2007
jamie4196,US,jamie4196,Investment Manager,26,12/17/2007
jason4048,US,jason4048,Teacher,6,12/17/2007
ellison6945,US,ellison6945,environmental attorney,6,12/17/2007
amy9543,US,amy9543,NA,0,12/17/2007
kristian9870,US,kristian9870,NA,0,12/17/2007
summer1064,US,summer1064,Wealth Manager,0,12/17/2007
ryan3332,US,ryan3332,Securities analyst,92,12/18/2007
amy5365,US,amy5365,NA,27,12/18/2007
melanie4313,US,melanie4313,NA,0,12/18/2007
amy4220,US,amy4220,NA,4,12/18/2007
julia8360,NA,julia8360,NA,0,12/18/2007
marcie8118,US,marcie8118,president of small business,22,12/18/2007
elizabeth4278,NA,elizabeth4278,Nurse teacher,1,12/18/2007
erin4645,US,erin4645,medical student,3,12/18/2007
sue9376,US,sue9376,business development,0,12/18/2007
william2265,US,william2265,Retired Minister,34,12/18/2007
elizabeth9469,US,elizabeth9469,Psychologist,5,12/18/2007
richard6373,US,richard6373,retired,0,12/18/2007
mike9752,US,mike9752,Nurse,1,12/18/2007
